field_id,crop_id_1,crop_id_2,crop_id_3,crop_id_4,crop_id_5,crop_id_6,crop_id_7,crop_id_8,crop_id_9
3399,0.010727998311028409,0.004541401455309177,0.003615232218309347,0.05094305505845018,0.009096893738294453,0.7520879502695955,0.005146098425241377,0.07275229646504872,0.0910890740587229
3605,0.010969026731179632,0.00924397119839073,0.014139950383290354,0.033293146892171076,0.01982473199708198,0.10691990196724528,0.023696502046520993,0.5149565416828678,0.26695622710125216
5,0.003963002755292507,0.002683099518885812,0.006636531713550018,0.01673313027558163,0.004178825718054409,0.01635042826165702,0.0031790994268111675,0.9246730317906658,0.021602850539501617
6,0.003357842446298757,0.0013342543006250424,0.0012898371514025212,0.0027042749663761224,0.012558240203434282,0.006342125080104937,0.0016420329399719545,0.8397448025597898,0.13102659035199662
3604,0.022933186327711335,0.012960482937600654,0.024432594002889663,0.12846954430271232,0.032980591625093834,0.5750805110595264,0.09765184206381435,0.09348709680484409,0.012004150875807397
10,0.006952582404447492,0.001711057487347744,0.009343215092292636,0.004224809431135093,0.0009724166158865591,0.008714202704504142,0.0018393255441907497,0.9543147171592584,0.011927673560937138
2173,0.0018153793398705351,0.002918159922836771,0.00287312421992102,0.0030423198621462246,0.004519398983169808,0.005563535699100366,0.00617946530687864,0.8801228979635072,0.09296571870256946
35,0.0010820003293829407,0.001245583752937542,0.002816061886888632,0.0020965290096128073,0.0007476007881332655,0.0018520318794491971,0.002125340609918217,0.9606058658903792,0.02742898585329824
23,0.0005836739217612888,0.0010407279044431872,0.0016851947415810955,0.00046558109238855645,0.003028765154738294,0.001958954535496584,0.0012562036811273904,0.9808843002591462,0.009096598709317382
3404,0.0016859924717733555,0.0023140052130463545,0.012756866525810533,0.0020251344952393704,0.016874187696247583,0.8996321641898266,0.03398696505090423,0.0244494650262521,0.006275219330900025
18,0.0004185738873808868,0.00044665038202093115,0.0007497195217188438,0.0012078126199524814,0.0002966108005630502,0.0005695822303994387,0.0006948984362928184,0.9836886036278346,0.011927548493837072
32,0.0002940112872358345,0.0004662925176123729,0.00029182728904360414,0.00021669225089617966,0.00041618719554894747,0.0007555022023517699,0.00040516980184694397,0.9478172305342709,0.049337086921193374
3411,0.005110649915330292,0.013760622902578535,0.04207494589066735,0.05229710451667107,0.020051630721432,0.3567995088706248,0.35432311582421455,0.11041750756727463,0.04516491379120685
358,0.0007891132152218367,0.0008994873621965995,0.0013349119643224835,0.0006879208533696296,0.000383438768974955,0.01807189025201851,0.0023237257113852042,0.9174390393532308,0.05807047251927996
366,0.0009660189115136977,0.000582291454520429,0.019853497778761487,0.9611528330740152,0.000755790838623183,0.0014359124188544677,0.005306542543316732,0.009333608844641293,0.0006135041357536473
3401,0.010535101392915408,0.013572883014914772,0.052722510747370305,0.1332802715185082,0.05081290336925607,0.26197907400919257,0.13187732755548032,0.3277915626132311,0.017428365779131268
54,0.0074214245125619055,0.007108962399517477,0.536255711621538,0.012580459640223892,0.0031725965514900665,0.06096749713232231,0.1868380949963778,0.1832033896631523,0.0024518634828163094
3406,0.0054480591063639965,0.006355198564393976,0.0446609538545473,0.05715107705996993,0.00853051543814848,0.7076703350265645,0.10061194592022554,0.06338959952316707,0.006182315506619219
28,0.0090458928738171,0.005683244379174397,0.7582220941262846,0.021185278048275292,0.01992456199431503,0.03015753588320655,0.09891847090938248,0.05414232722182514,0.0027205945637193397
45,0.0077521187805965446,0.008786584716839631,0.03429347243380852,0.041486587612541904,0.03472969029742402,0.09914779969401048,0.7092925254615459,0.05909030347050385,0.005420917532729097
43,0.006028961074418973,0.014290225034584993,0.08398711395896445,0.0699359105938474,0.009970750602326625,0.09791378284394865,0.6158900071927642,0.06663561604201396,0.03534763265713081
44,0.004478573730357999,0.005413790297853734,0.01776761767486523,0.009329508830347442,0.006094141821940703,0.46729284161434065,0.44995963266550043,0.034021959541386294,0.005641933823407442
61,0.0021232372788524143,0.0018762696372656466,0.6845631977447874,0.003107724860931608,0.008421047850436252,0.003068964388579561,0.28269444202020516,0.012972502254024361,0.0011726139649175817
69,0.004430840938592023,0.01390930074310271,0.06143226554705047,0.09796034539077562,0.006602856091275223,0.34095983027896387,0.16664074931398062,0.295127236127357,0.0129365755689025
3410,0.024267419268487005,0.009851904628736507,0.31642586117446014,0.06667754139089956,0.08839162787292072,0.21945966270623998,0.15845236304272284,0.10777296359984793,0.008700656315685213
57,0.0028523939013070493,0.002457119927627473,0.003182125606852856,0.0005765913897942044,0.0048409994416413376,0.0033280692020509375,0.0019297544701988966,0.9737059206914923,0.007127025369035058
87,0.0023166268454930653,0.003618064811784017,0.08223610897667105,0.7352526004419029,0.004180874323120474,0.012578308781056577,0.14857888185993545,0.00779569382799249,0.0034428401320441156
53,0.007148952006518737,0.003821332424482927,0.7434169597327546,0.014834931930507868,0.004007652182026355,0.008108554744961647,0.13587326456199447,0.08015146169476733,0.002636890721986092
48,0.016112086908297362,0.009073899502340414,0.04973480229259356,0.05825432640012304,0.03471940245215934,0.0177433927684077,0.6808399388590379,0.10820584051220467,0.025316310304835953
63,0.03133636549804482,0.018130761120438,0.04251781898320203,0.2816163645742266,0.033707229792817144,0.009008558861744603,0.4986841413635484,0.0716922719287857,0.013306487877192713
86,0.0026499397705637092,0.006753379103989407,0.2112319395474136,0.5088464019013433,0.007377954232853084,0.012155723537398211,0.20483393184495882,0.04101783872307655,0.005132891338403368
79,0.03112153318642508,0.0067945663215905295,0.46612578618470074,0.01015288419394195,0.3279924795858126,0.025417957843987607,0.036791808158564455,0.09292601327929984,0.0026769712456772635
88,0.2172589565562749,0.00992935827278286,0.188782673404145,0.1030145659897267,0.19119426419025123,0.05733265914293798,0.2099568209601678,0.017199864641421692,0.005330836842291846
72,0.014891664299157238,0.007307140581369964,0.01497981698221444,0.011210495806056861,0.09968560263132019,0.02716539063194898,0.027589551179658386,0.7703394784088119,0.026830859479462
80,0.006945573848240578,0.007018280541021775,0.056830625946500624,0.0214745873770413,0.7195217965757007,0.017518906911707235,0.02965752918041241,0.13862462476454296,0.00240807485483242
70,0.0005739110015678552,0.0023218506175301276,0.0046027766573530915,0.0007655901219310121,0.002081215270935547,0.0011417712076126287,0.001963700072293518,0.9849387375939598,0.0016104474568164721
92,0.003940354596018605,0.001445424486593517,0.008307561455032836,0.8751922439272776,0.004020305541402478,0.0015209921663265691,0.09473652045147973,0.009807645411200347,0.0010289519646683105
89,0.0009949411078138215,0.0007986780404421386,0.001504684637517254,0.992527452555426,0.0002124362551536298,0.0010641808766535211,0.0009311308491802903,0.0016659880527758637,0.00030050762503759215
90,0.001792151823123156,0.0005617482060539484,0.0015712393245268478,0.9892260879402371,0.0006343497256144963,0.0012592537987866565,0.002464664672281142,0.0014148498834251793,0.001075654625951436
100,0.9193406109010089,0.0014223336834987648,0.019980869907031035,0.002867157746862406,0.009550958457138319,0.006908786218483783,0.004040067713603588,0.03267622680131055,0.003212988571062682
108,0.002634889110063302,0.00037421326064591303,0.0012650124079258826,0.9890886371732771,0.0004770335498868012,0.0017357990454165094,0.0019095915036215691,0.0006325069425593035,0.0018823170066036739
105,0.003507376149368088,0.0005455548318105886,0.0026738247992657716,0.9808028208569205,0.0005977239606748061,0.0029821122308367454,0.006722422202541275,0.0008428089655416532,0.0013253560030404138
101,0.010662597440016802,0.005161528176222747,0.6363157262182776,0.010352488360415094,0.00925025748660515,0.006819644390634757,0.31385236743208406,0.006666124866510285,0.0009192656292335131
249,0.9955677162660809,0.00015132660200741144,0.00036860311559498314,0.00020840209648561906,0.0005186325234632199,0.0004383824861894866,0.0004015064017739009,0.0019326042837807926,0.00041282622462372607
99,0.19699877796279533,0.006968456315751656,0.02476534642700168,0.0141029859160375,0.007214250575238294,0.008293394068658514,0.03987551439961898,0.6808588594666695,0.020922414868228687
3427,0.008863375039149095,0.007150273214815767,0.013161665619971832,0.027322032064502597,0.007374592964796115,0.30235094493585896,0.6166661948601538,0.014838539130318738,0.0022723821704330855
264,0.005326228522513189,0.006287128861932064,0.030686567165539483,0.773159479357251,0.01432412650294211,0.06374954551406202,0.06357219050799331,0.02823190942242936,0.01466282414533747
261,0.02337873430477085,0.009068605571555791,0.09561315422029697,0.47272097556917503,0.04890340291983808,0.011743005158783926,0.16284756542413042,0.16554496611066435,0.010179590720784512
113,0.0020428494815549147,0.0005283122341239894,0.0024714659326840506,0.9874574838075465,0.0016953141572531513,0.0009631814866295297,0.0026014702783355285,0.0010637178647835163,0.0011762047570889418
115,0.0005267527780487478,0.00019393685727175252,0.0004932853262262325,0.9968316385171107,0.00021189180431187055,0.0005588621833584707,0.0005778864559724744,0.0004078243431897819,0.00019792173451009534
125,0.022002876490219966,0.012275060014126682,0.05752393076433324,0.07622414793962957,0.018033799660837745,0.14734559274295822,0.6517225334171064,0.010906684659580218,0.003965374311207939
285,0.0036943757788696387,0.014132240988828405,0.041828919328408924,0.11945650424946314,0.011260734874228231,0.08085450514906185,0.544664781243797,0.1377210092297586,0.046386929157584154
121,0.020813195853635873,0.004387535268108811,0.01865865032918737,0.010646573189246547,0.008870997437233599,0.009676438475461086,0.01802858560710147,0.8201931498193838,0.08872487402064154
126,0.00161866993034883,0.002301092182981966,0.016202689093990787,0.003556646603542494,0.009168215578124427,0.15999404448262494,0.7878596793588969,0.016802643528337453,0.002496319241152335
120,0.004992129492257694,0.002322580319209622,0.003819325086819447,0.0035908598520960205,0.01020424030631976,0.005334804424048853,0.00919528591453469,0.9362949284841862,0.024245846120527607
118,0.008816536465161572,0.0025709404938471484,0.008368828129849296,0.004988483154678284,0.012065164606682041,0.006910872085366986,0.009926795539773497,0.9316020160126985,0.01475036351194265
3431,0.002591563011806144,0.006093285979088752,0.0054533674632584956,0.007057472174727893,0.0045350893078506295,0.616361000652091,0.27510398530272884,0.07802475278788713,0.004779483320561042
123,0.001143407373154962,0.0014780626146877974,0.0017702746011526453,0.0026501525180001886,0.001337915484216688,0.004794127499773683,0.004445175803686705,0.9780792600018723,0.004301624103454935
135,0.004535894346543858,0.00020959141617225374,0.003296817011179856,0.0004989976772031296,0.9794927349155379,0.00048099627062883187,0.002824703636198385,0.008234145487411568,0.0004261192391241466
133,0.00036494431902294827,0.0001805093851282209,0.0007177297985325125,0.00020426754197651892,0.9629475020006594,0.0010896410944441833,0.001254767206614909,0.032693046240065096,0.0005475924135562494
304,0.0019468961560957353,0.000856131834858307,0.0031033099807219553,0.0006169976998902788,0.9366403420481828,0.004559652938294237,0.005099085308351963,0.04501203871314796,0.0021655453204566417
132,0.0006581937963761841,0.0004586688052197103,0.002186671553195471,0.001125697761182228,0.9448509936888301,0.0013108185684706862,0.003729237294917568,0.04501784008451665,0.0006618784472914724
306,0.0010214694304277094,0.0003781252578942699,0.004590511410607592,0.9895047144172051,0.0005604780991316172,0.0005737746809005697,0.0016576699552135884,0.0012151937940329553,0.0004980629545864103
320,0.00038374807417133064,0.0036557850309643525,0.01253284036586052,0.029519618308035508,0.009099085327993117,0.02942974217552961,0.9001679763911996,0.013949609753442825,0.0012615945728029526
156,0.001019808564192519,0.003065189625066533,0.006535223785271361,0.9120114023762519,0.008066088652322187,0.0013898032395789994,0.049824778440134256,0.016827170236170218,0.0012605350810119995
155,0.0007415082896392674,0.0039845334151971746,0.005693440747912979,0.005970198269132285,0.004490900393090744,0.20584899284255107,0.7421528475412443,0.02835982431811776,0.002757754183114309
159,0.026411239802090553,0.005461214976553525,0.01838135776561797,0.01685483404735214,0.0033389447996646747,0.020098521319363186,0.01345206571492454,0.865193854051905,0.030807967522528446
3415,0.002147265776655044,0.0010150926331089904,0.00035039090880295407,0.0013535064931274252,0.004427467707366529,0.978031446676061,0.003427407750137956,0.0070629801933220415,0.002184441861418034
3418,0.001608546001629599,0.003628227965430058,0.01460966979805293,0.0027811454056260784,0.0015813563793810358,0.6927543665294585,0.04140561785802624,0.22725858933189214,0.014372480730503403
3422,0.009268605618719379,0.0021182445186884945,0.005622574292322178,0.0037805553752167788,0.002304162727451512,0.8087311160792781,0.050126865762249895,0.11048409566879729,0.007563779957276279
